ID	Tweet ID
10142	618777827257810944
10143	618777852062773248
10144	618782366492966912
10145	618785882267451392
10146	618793784634159104
10147	618801897898684416
10148	618820833985867776
10149	618826310010454016
10150	618828150424743937
10151	618829521119219713
10152	618830837748883456
10153	618832270951120897
10154	618842165750431744
10155	618845170008592384
10156	618851230312370176
10157	618856619275874305
10158	618858985727393793
10159	618871597391347712
10160	618880016869367810
10161	618924660433006593
10162	618942798755184641
10163	618959726542487552
10164	618960497749151744
10165	618962592170688512
10166	618962598298431488
10167	618970131205525504
10168	618974088199995394
10169	618974567785201664
10170	619030299511537664
10171	619033442777329664
10172	619045018200883200
10173	619051872830124032
10174	619054728048066560
10175	619059276246466560
10176	619076382870515712
10177	619077807046565888
10178	619089173350383616
10179	619092987608305664
10180	619119855032078336
10181	619121387471409152
10182	619153421149442049
10183	619162594767732740
10184	619198382393962496
10185	619208728181612544
10186	619218494681403392
10187	619220792560234496
10188	619273992872931328
10189	619316964893134848
10190	619324441328140288
10191	619349069563998208
10192	619352487842025476
10193	619432339270201344
10194	619477774177206273
10195	619489875033636864
10196	619505054509342720
10197	619517749316849664
10198	619522074835558400
10199	619526623465881600
10200	619538029544349696
10201	619539890284310528
10202	619549168378466306
10203	619558339861590016
10204	619566910749962240
10205	619601913651159040
10206	619620473278713856
10207	619621470860263424
10208	619643573022158848
10209	619665800274800640
10210	619703446476820480
10211	619721901800230913
10212	619730642583093248
10213	619747626431320064
10214	619760407075532800
10215	619792789925052416
10216	619809391152340992
10217	619842900810051584
10218	619843061745602560
10219	619857194939318274
10220	619867292424359936
10221	618343492914278401
10222	618346760549871616
10223	618352144501067776
10224	618355211422203904
10225	618357298356994048
10226	618358270433079296
10227	618362447695626240
10228	618363471118344192
10229	618363605172514817
10230	618367589857759232
10231	618373131250573312
10232	618391549152366592
10233	618410858750849025
10234	618411918492045312
10235	618412235623407616
10236	618428792609091584
10237	618434266741866496
10238	618440356577722368
10239	618441264363634688
10240	618442528413601792
10241	618460625228972032
10242	618468320535121920
10243	618469462652620800
10244	618478632583852032
10245	618492277393072128
10246	618497308225724416
10247	618501745195421696
10248	618502724997525504
10249	618504077211779072
10250	618525462344568832
10251	618525920912015361
10252	618530183750946817
10253	618537766062850048
10254	618542385505697792
10255	618545840013967360
10256	618549043006799872
10257	618551826929946624
10258	618562076114448384
10259	618574870050414592
10260	618585296569905152
10261	618591029281849345
10262	618604165388840960
10263	618622741139226624
10264	618627505902129152
10265	618629295905370112
10266	618629792506626049
10267	618636173137698816
10268	618637641366372356
10269	618642728461713408
10270	618647874935521280
10271	618662657910927360
10272	618664702130847745
10273	618679925973893120
10274	618681647521730560
10275	618682938746494976
10276	618685352203677696
10277	618687715618336768
10278	618695896239312896
10279	618702093541638144
10280	618702837955043328
10281	618711194241667072
10282	618722047703797760
10283	618723833260937216
10284	618727524139433984
10285	618729327904096256
10286	618731537392115712
10287	618731683148394496
10288	618732388051324928
10289	618738886336839680
10290	618744203665801216
10291	618745820821778432
10292	618757589535444992
10293	618757895644168192
10294	618762945443426304
10295	618767459575836672
10296	618771890891587584
10297	618777436059267072
10298	618778318926684160
10299	618782770534436864
10300	618782828554285057
10301	618783385159340032
10302	618787536048144384
10303	618788376150450176
10304	618791537997180928
10305	618798332945629185
10306	618799479840333824
10307	618800883682426880
10308	618806821885767680
10309	618806846237868032
10310	618810853425418240
10311	618812411932475392
10312	618818833843773441
10313	618820789027139584
10314	618823430398455808
10315	618827115857870848
10316	618846921533296640
10317	618848353309175808
10318	618849460257452032
10319	618855668976623616
10320	618859069424726016
10321	618859211846500352
10322	618862340767903744
10323	618870210171310080
10324	618871647190126593
10325	618874826829230080
10326	618877912582782976
10327	618878346244562944
10328	618882203968258048
10329	618883034406744064
10330	618890520803172352
10331	618902823959461888
10332	618914545591914496
10333	618923227725844481
10334	618931141538549760
10335	618931397353439232
10336	618932908380696576
10337	618934291439992832
10338	618943026946293761
10339	618943965111427073
10340	618979056835428352
10341	618981399341699072
10342	618986999475613696
10343	618988448108523522
10344	618998080273313792
10345	619001307760848896
10346	619001896951373824
10347	619006736565972992
10348	619014611245776896
10349	619034439239249920
10350	619045326654025728
10351	619048292530421760
10352	619051976546881536
10353	619057579008917504
10354	619065825010548736
10355	619078928720769028
10356	619081250150551552
10357	619128700425105408
10358	619135922903236608
10359	619142847929942017
10360	619144910424383489
10361	619148650799874049
10362	619150369202012160
10363	619157879124156416
10364	619161885213106176
10365	619205292518154240
10366	619210895152021504
10367	619250257868812288
10368	619270724583198720
10369	619319438546857984
10370	619467882238484480
10371	619473006990110720
10372	619545241792720897
10373	619561375052857344
10374	619562141184565248
10375	619587205707661312
10376	619587916432445440
10377	619588908909658112
10378	619602046740746240
10379	619605675937652736
10380	619611106856677376
10381	619615294139469824
10382	619643274144264192
10383	619652783256440836
10384	619666384759488512
10385	619764852467220480
10386	619777218999234560
10387	619779355795820544
10388	619847494135083009
10389	619866216375562240
10390	617372674646392833
10391	617376111832526848
10392	617378776683450368
10393	617389141932802048
10394	617392043812241408
10395	617392153879314432
10396	617399970979643392
10397	617408911004540929
10398	617410635060613120
10399	617417319703293952
10400	617420035003387904
10401	617431907542806528
10402	617432271239299072
10403	617436355635847168
10404	617440172486062081
10405	617443985078890500
10406	617455885938491392
10407	617456565830815744
10408	617458273642528769
10409	617459596471439361
10410	617460202246393860
10411	617472972140511234
10412	617477798861643776
10413	617493802605940736
10414	617520499040616448
10415	617521337775583232
10416	617521578935492609
10417	617525135143145472
10418	617527202691813376
10419	617527259575009281
10420	617544199114784768
10421	617544530091339776
10422	617559568550223872
10423	617594114234716160
10424	617638722423627776
10425	617640988299825153
10426	617657323037794304
10427	617690560002936834
10428	617699289771470848
10429	617701791908634625
10430	617706513768017920
10431	617719265949548544
10432	617731135833903104
10433	617736229119897600
10434	617755619303522304
10435	617765296653234176
10436	617768259555827712
10437	617782532730322945
10438	617789954177921028
10439	617809571743145984
10440	617824994115088385
10441	617826701318426628
10442	617850109137543168
10443	617850614505172996
10444	617852048214593536
10445	617860033653510144
10446	617860695686647808
10447	617861055033663488
10448	617862168273358848
10449	617865386717921280
10450	617878405225164800
10451	617881795703390208
10452	617883765105401856
10453	617883848337022976
10454	617885534799724544
10455	617887480054972421
10456	617896995223515136
10457	617916560192069632
10458	617931453108649984
10459	617931866776035328
10460	617933129039245312
10461	617934934292836355
10462	617939389067468801
10463	617945051801333760
10464	617965333408825344
10465	618006339189608448
10466	618033086035554304
10467	618054926237855744
10468	618062477721534464
10469	618065094270939136
10470	618071564765003776
10471	618075600851476480
10472	618076312922669057
10473	618079537071566848
10474	618086432192765952
10475	618087434853687296
10476	618093051966156801
10477	618095245847343104
10478	618103221668614144
10479	618117385007046657
10480	618121523379896321
10481	618132287033634816
10482	618139411679580160
10483	618149094096134144
10484	618149097221062656
10485	618152127207211008
10486	618153836620845056
10487	618160947446874112
10488	618165309044711424
10489	618166427061755912
10490	618181708899315712
10491	618193734124072960
10492	618194847292239872
10493	618196244901531648
10494	618213794859368449
10495	618223039604363264
10496	618227719659241472
10497	618230457637994501
10498	618232037103792128
10499	618235648873529348
10500	618247338008555521
10501	618261610998534144
10502	618266877546991616
10503	618275345603653632
10504	618277702525677570
10505	618278932555563008
10506	618280082658832384
10507	618292935440797696
10508	618297915279327233
10509	618353910089166848
10510	618379205596712960
10511	618391859254136834
10512	618397025579745281
10513	618401582519033857
10514	618409527961100288
10515	618409844874285056
10516	618416167770812416
10517	618429477861765120
10518	618429728966492160
10519	618431086998065152
10520	618438493551788032
10521	618440196024102913
10522	618446381603164161
10523	618464777027850240
10524	618471002364866560
10525	618473311589130241
10526	618474967135490049
10527	618490389310390272
10528	618498027280564224
10529	618498207023300608
10530	618522577301078017
10531	618530523611312128
10532	618543956922494976
10533	618552206149685249
10534	618553939110297609
10535	618567155689369600
10536	618571446873366528
10537	618573183965351936
10538	618575226511753217
10539	618579189155897348
10540	618581248076873728
10541	618581947959410697
10542	618584179132002304
10543	618599346876084226
10544	618604682420879360
10545	618607339730522112
10546	618615900187586560
10547	618616290861842437
10548	618617719009746944
10549	618618712640356354
10550	618621144128724996
10551	618629348967493632
10552	618631667641511936
10553	618631766199402496
10554	618641123423219712
10555	618663346963906561
10556	618675699344224256
10557	618677815840391168
10558	618683950026768384
10559	618685381643509760
10560	618694483853623296
10561	618711451780448256
10562	618713726544429056
10563	618749178253021185
10564	618750569600126976
10565	618765127047872512
10566	618769547558961152
10567	618774341489004544
10568	618776261930807296
10569	618780725152714752
10570	618809901452816384
10571	618813820689977344
10572	618820040448610304
10573	618824358698557440
10574	618824942797373440
10575	618827239283490816
10576	618829016280072192
10577	618830560442613761
10578	618840241575731200
10579	618862342357409792
10580	618866748255805440
10581	618866955261505536
10582	618876123204730881
10583	618891622164463616
10584	618894342674075649
10585	618903494049832960
10586	618911861048606720
10587	618915911320276992
10588	618919231745167361
10589	618932668051226624
10590	618953804004786176
10591	618956382251958272
10592	618960155011493888
10593	618964303291486208
10594	618965900075511809
10595	618975219064139777
10596	619000436712800256
10597	619003703924621313
10598	619014341203902464
10599	619020209253289985
10600	619022395957862400
10601	619023115171934208
10602	619030445632659456
10603	619032628256186368
10604	619039768584814592
10605	619061516378116096
10606	619081905972056064
10607	619087043998584833
10608	619088400705044480
10609	619116904528093184
10610	619125729356345344
10611	619128443771441152
10612	619132718303936514
10613	619133223717740544
10614	619150860619280384
10615	619154023573118977
10616	619158049660375041
10617	619175194108796928
10618	619183877139992576
10619	619189049924780032
10620	619191673403408385
10621	619197655332294660
10622	619199761359470593
10623	619208630798315520
10624	619238571002564608
10625	619246736918220800
10626	619248175291838464
10627	619251810797268992
10628	619264433240584193
10629	619267736036749312
10630	619270614042419201
10631	619271158672850944
10632	619274109453758464
10633	619281506318467072
10634	619300825542860802
10635	619314294866493440
10636	619317356653731840
10637	619318068401995777
10638	619319886448230401
10639	619321143997153280
10640	619323663347752960
10641	619341831122341888
10642	619357551923175424
10643	619369199987617792
10644	619385660080652290
10645	619428992165122049
10646	619429704982900736
10647	619456100593737728
10648	619466493609287680
10649	619467153343967232
10650	619470102216450048
10651	619476331357671424
10652	619476346834657280
10653	619502429785042944
10654	619520817789952000
10655	619532636487168000
10656	619545730789695488
10657	619559838964674560
10658	619560904422625281
10659	619565416298487809
10660	619566176931323909
10661	619581414070185984
10662	619589569810427904
10663	619647372482621440
10664	619652626397855744
10665	619665511610249216
10666	619665838811918336
10667	619694991275900929
10668	619696370908135426
10669	619713365544300544
10670	619768511108222976
10671	619786476272922624
10672	619791853769093120
10673	619799677282684928
10674	619806718873055232
10675	617699448135684096
10676	617699697206165504
10677	617704962345168896
10678	617707793252921344
10679	617713469186375682
10680	617724547828051968
10681	617728129994375169
10682	617729910405222400
10683	617733119987294209
10684	617735101473009664
10685	617739749420331008
10686	617740278519214080
10687	617748975760875520
10688	617748976390041600
10689	617751330841473024
10690	617752619759484928
10691	617756879553462272
10692	617760048421433344
10693	617772363522838529
10694	617776878384852992
10695	617777511812825088
10696	617782739656384512
10697	617789920963358721
10698	617793039680053248
10699	617802303462989824
10700	617818787476180997
10701	617824033225084928
10702	617824033124409344
10703	617850781451046912
10704	617864427300241408
10705	617864763066822656
10706	617865064394170368
10707	617870912864567296
10708	617879522495500288
10709	617884988122382337
10710	617888664685817856
10711	617933406320529408
10712	617938921947725824
10713	618005158967029760
10714	618014963756613633
10715	618025647894568960
10716	618033892365172736
10717	618033996442791936
10718	618035486263644162
10719	618036667383857153
10720	618041484416188416
10721	618048809919213568
10722	618065837589700608
10723	618073529116950528
10724	618080703113068545
10725	618081361748844544
10726	618086097336184832
10727	618099173586505729
10728	618101431191629824
10729	618103537902325761
10730	618119986628853760
10731	618121370723991552
10732	618124797457879040
10733	618126352013762560
10734	618127396617760768
10735	618137987449163776
10736	618144765222109184
10737	618145595463610368
10738	618154594816802817
10739	618164840188633088
10740	618170105424293888
10741	618170270981828608
10742	618173393729249280
10743	618175266540531716
10744	618194708372656128
10745	618197415858823168
10746	618200174913937408
10747	618210139544223744
10748	618212073034641409
10749	618218044414947328
10750	618218839591907329
10751	618219096866320384
10752	618220432488034304
10753	618232071492907008
10754	618237648516198400
10755	618237651875966976
10756	618246617716686848
10757	618248791783800832
10758	618250862654193664
10759	618259821641498624
10760	618270387911163904
10761	618277803650236416
10762	618280980999204864
10763	618315229844246529
10764	618340002062315520
10765	618382339639496705
10766	618383663831609344
10767	618386167214551041
10768	618395521347010560
10769	618401162350489600
10770	618408457364836352
10771	618457605418016768
10772	618463057539395589
10773	618464870602661888
10774	618469650490220545
10775	618475444489224192
10776	618482419184734208
10777	618487662886780928
10778	618488532814966784
10779	618492347177955328
10780	618495341042663425
10781	618504396872241152
10782	618508550101315584
10783	618510527862599684
10784	618516102486884352
10785	618521520864825344
10786	618523155045335040
10787	618525427741515776
10788	618526064411672576
10789	618527029848178689
10790	618527311835480064
10791	618527992663384065
10792	618532129341874176
10793	618532337236602881
10794	618532792629116928
10795	618533754240241664
10796	618536156901216256
10797	618539918474784768
10798	618540143817797632
10799	618540575315361792
10800	618541153646870528
10801	618541190829322241
10802	618541804648988672
10803	618543714739195904
10804	618546990561886208
10805	618551766641213440
10806	618554454791581696
10807	618557738885382144
10808	618558443377557504
10809	618562526641541120
10810	618564845080686592
10811	618576219303383040
10812	618577225701457920
10813	618579102509871104
10814	618582016943124480
10815	618583930200047616
10816	618584001813442560
10817	618587725822713856
10818	618588041456807937
10819	618592945076178944
10820	618593411788988416
10821	618595790722859008
10822	618596766913593345
10823	618613548374167552
10824	618618835776598016
10825	618624078392500224
10826	618624283447853056
10827	618632687574585344
10828	618637985215459328
10829	618651159243304960
10830	618660591494807553
10831	618665590975299584
10832	618675368401215488
10833	618701493676474369
10834	618705877177122816
10835	618729303321149440
10836	618742218677977088
10837	618762194247921664
10838	618766579510198272
10839	618767156768018433
10840	618779304051130368
10841	618786688517582848
10842	618787220707782656
10843	618790464423088128
10844	618793631848235008
10845	618815921507807233
10846	618829964373143552
10847	618830515156553728
10848	618832517521625088
10849	618844272868110336
10850	618844667443052544
10851	618848724433801216
10852	618851691606077440
10853	618852490101063680
10854	618853479986147329
10855	618859885791416320
10856	618871988099026944
10857	618872402748022784
10858	618872952331763712
10859	618874918441062400
10860	618875721608503296
10861	618880652767670272
10862	618891496645902336
10863	618894366623399936
10864	618894377809620992
10865	618895997058461696
10866	618897908486684672
10867	618900554144718848
10868	618907570540036096
10869	618907951437230080
10870	618909195417612288
10871	618909210982506496
10872	618923234994466816
10873	618928802819735552
10874	618936629672017921
10875	618940988094939136
10876	618946738938773504
10877	618954027972231168
10878	618958602099924993
10879	618962229241606148
10880	618972697687490560
10881	618973599710343169
10882	618979681627344896
10883	618983923259994116
10884	618984657300946944
10885	618988947667075072
10886	618993058407813120
10887	619003745754595329
10888	619010602367889409
10889	619016360257961985
10890	619031057619259393
10891	619033641839161344
10892	619089620572069888
10893	619100637217734656
10894	619113906330578949
10895	619119353406095360
10896	619120716324147200
10897	619128215043502080
10898	619128660126269441
10899	619135360266829824
10900	619136769745772544
10901	619137340716503040
10902	619142518605623299
10903	619146319429529600
10904	619154718049333248
10905	619155332409921536
10906	619155797960982528
10907	619168271888195584
10908	619178399534182400
10909	619188058735423488
10910	619189551832150016
10911	619193720529940480
10912	619196706685587456
10913	619203785123098624
10914	619211375320113152
10915	619213089532198917
10916	619218020267872256
10917	619219879338602496
10918	619254679772508160
10919	619260933198622720
10920	619267416992911360
10921	619268763892994048
10922	619273303497293828
10923	619276339414085632
10924	619284509830217728
10925	619285053886083072
10926	619292397168631808
10927	619299704405393408
10928	619308383590612992
10929	619308734779629569
10930	619328571509731328
10931	619328631890808832
10932	619329982834298880
10933	619333199651540992
10934	619338039173730304
10935	619340154692481024
10936	619349109393133574
10937	619414345647157248
10938	619464515038650369
10939	619479030618664960
10940	619512168141099008
10941	619523923307184128
10942	619539343292563456
10943	619559640469254144
10944	619562352149565440
10945	619564423481438208
10946	619565134415970304
10947	619567332847792128
10948	619567401605009410
10949	619572922164707328
10950	619576437134204928
10951	619584633018028032
10952	619610581880799232
10953	619613835809329152
10954	619616775962017792
10955	619621671339696128
10956	619624587454603264
10957	619632708734431236
10958	619634185381244928
10959	619640074745987072
10960	619640380527546368
10961	619646726274576384
10962	619651915945783296
10963	619657589488381952
10964	619662406332096512
10965	619678826751246336
10966	619682464781475840
10967	619689335244386304
10968	619710450981339136
10969	619861922750464000
10970	616529412356354048
10971	616548875269222400
10972	616550379938021376
10973	616568333870075904
10974	616569697970958336
10975	616572104520155137
10976	616573012326883328
10977	616573975745835008
10978	616584967179513856
10979	616594459988332544
10980	616602914124132352
10981	616603238633218048
10982	616604068665028608
10983	616605006511276032
10984	616627993192992768
10985	616635594014392321
10986	616636414915137536
10987	616637912910663680
10988	616652173989052422
10989	616659640739340288
10990	616667309185310725
10991	616695633370443776
10992	616695852799627264
10993	616717912858976256
10994	616739176348696576
10995	616787093222764545
10996	616789353185079297
10997	616796731460743168
10998	616800433550458880
10999	616915252018589696
11000	616951388992602112
11001	616953747403591680
11002	616956044468748288
11003	616964961244442624
11004	616965408969609216
11005	616979432495009792
11006	616991436228141057
11007	616991608102342656
11008	617048819813994496
11009	617048981676388352
11010	617051929689124864
11011	617054372422287361
11012	617095517856747521
11013	617102568536145920
11014	617109475183366144
11015	617158577149456384
11016	617166003705765888
11017	617176709427761152
11018	617180345079693312
11019	617221925090258944
11020	617237145401438208
11021	617301617898074112
11022	617302474815336449
11023	617305722662068224
11024	617308719605526528
11025	617313595894956032
11026	617318233482379264
11027	617318242252660736
11028	617320278817939456
11029	617321486009954304
11030	617322181241008128
11031	617324698188259329
11032	617325400889401348
11033	617329309930422272
11034	617329691188461568
11035	617335913262223360
11036	617338041758134272
11037	617346156432097284
11038	617347323383787521
11039	617354265049182208
11040	617364194883674112
11041	617368087977967617
11042	617373055732453376
11043	617373405214412800
11044	617381965034049536
11045	617382745036165120
11046	617383444381859840
11047	617384190003298304
11048	617385036699049984
11049	617385402631065600
11050	617388640264671232
11051	617389276867788801
11052	617390361133064192
11053	617393707847950336
11054	617399008957476864
11055	617407291156000768
11056	617419198336253952
11057	617434573484466176
11058	617440110246789120
11059	617445419035955200
11060	617448569704972288
11061	617448815906430976
11062	617451901651714049
11063	617456877568442368
11064	617473880051953664
11065	617474144091770880
11066	617491474955931648
11067	617569061996621824
11068	617637108971388928
11069	617700299860525056
11070	617727006470307840
11071	617734129183031296
11072	617742676704759808
11073	617750936916742144
11074	617767947109412864
11075	617785178237210625
11076	617799098968735744
11077	617813347623432192
11078	617827776389713920
11079	617841925916332032
11080	617859447562629120
11081	617872771981283328
11082	617881245460992000
11083	617881703516798976
11084	617904611840688130
11085	617908331500425217
11086	617953271315968000
11087	618006654530002944
11088	618043219058786304
11089	618044454918696960
11090	618056509604409344
11091	618083552735825920
11092	618094671181578240
11093	618101162298986496
11094	618103238164905984
11095	618109079387422720
11096	618131946162421760
11097	618139150542180352
11098	618140638291210240
11099	618153453244649472
11100	618156981241540608
11101	618160639148728320
11102	618166611694985216
11103	618167488279216128
11104	618189523663589376
11105	618207458050224128
11106	618221670403280896
11107	618222745109798912
11108	618226631606448128
11109	618227791293603844
11110	618228683833131008
11111	618236044996136960
11112	618252591642771456
11113	618306996958134276
11114	618398959392980992
11115	618403788727132160
11116	618406853303758848
11117	618415566068543488
11118	618415574692007936
11119	618415576348794880
11120	618428924062769152
11121	618438468641927168
11122	618446313760403456
11123	618449707636027392
11124	618460252854427649
11125	618460633512734721
11126	618460847329923073
11127	618460854682537984
11128	618461015370543104
11129	618461026309308416
11130	618461034836324352
11131	618461037877174272
11132	618461252289957888
11133	618464402153435136
11134	618473739999690752
11135	618482903962419200
11136	618490784736759808
11137	618496135364132864
11138	618503061149855745
11139	618514381714911232
11140	618522295477387264
11141	618529876648267778
11142	618530030327496704
11143	618536971451940864
11144	618545351910408192
11145	618549453709004802
11146	618556070189903872
11147	618572855752560640
11148	618597223069192192
11149	618599568800919552
11150	618632642074800128
11151	618641349663809536
11152	618645542248148992
11153	618649566137618433
11154	618670377045131264
11155	618739385232674816
11156	618744235198685184
11157	618749936604155904
11158	618759039397326848
11159	618768826096705536
11160	618775967851524096
11161	618789668948168704
11162	618801937589358592
11163	618810968223559680
11164	618811451923279872
11165	618812644028497920
11166	618816454620676096
11167	618831793693831168
11168	618831878548643840
11169	618833820159119360
11170	618833898865336320
11171	618844790134829057
11172	618845339643064320
11173	618853130231529472
11174	618859929437347840
11175	618866560715722752
11176	618870834514558976
11177	618882312374128640
11178	618893760542449665
11179	618894231956930560
11180	618899875611156480
11181	618917991011356672
11182	618927341838929924
11183	618938654593974272
11184	618962920991383553
11185	618992033605267456
11186	618992866786967552
11187	618994009705455616
11188	618995653285294080
11189	619017744252428288
11190	619027117133705216
11191	619035379505733632
11192	619094437948485632
11193	619137168494174208
11194	619145022496227328
11195	619157809352065024
11196	619169728968437761
11197	619173277039218688
11198	619174356808265728
11199	619188764867362816
11200	619197396501831682
11201	619197524952383490
11202	619200097218371584
11203	619207681308553216
11204	619213837028491264
11205	619217073772826625
11206	619225416843272192
11207	619230109640232960
11208	619245506602991621
11209	619248682345496576
11210	619249337038585857
11211	619259717626413057
11212	619275396995899392
11213	619278347022041088
11214	619302634906759168
11215	619328408238080000
11216	619328405868310532
11217	619340632666980352
11218	619342789109649409
11219	619346510120005632
11220	619359541986131968
11221	619375862534807552
11222	619390837131075584
11223	619413367946612736
11224	619473303988793344
11225	619519934230495232
11226	619528598530191360
11227	619535102989594624
11228	619570278545231872
11229	619572710918758400
11230	619575254646702080
11231	619576352413511680
11232	619579635718860800
11233	619593219186102272
11234	619602387053875200
11235	619606722412281856
11236	619639916088135680
11237	619643416574578688
11238	619698007836086272
11239	619698810265075713
11240	619702914534129664
11241	619745752764395520
11242	619795525194371072
11243	619833354658017280
11244	619834608922791936
11245	619839536240181248
11246	619847404850954240
11247	619860185792794624
11248	619861980762009600
11249	619864307002511362
